rank,player,team,position,total_tackles,tackles_won,tackle_win_rate_pct,tackle_score
757,Mario Lemina,Wolves,"MF,DF",51,31,69.0,8.458941059473617
758,Tyler Dibling,Southampton,"FW,MF",34,20,61.5,8.458578344091386
759,Ibrahima Sissoko,Bochum,MF,66,44,53.3,8.456068369685152
760,Robin Le Normand,Atlético Madrid,DF,27,18,60.0,8.454293362858271
761,Marco Komenda,Holstein Kiel,DF,26,17,73.3,8.45362181826183
762,Joe Scally,Gladbach,DF,45,32,58.7,8.44869378802955
763,Viti,Las Palmas,DF,71,46,68.9,8.44788657982873
764,Juanlu Sánchez,Sevilla,"MF,DF",50,34,59.3,8.447421934444765
765,Tanguy Ndombele,Nice,MF,35,23,60.0,8.44697496296911
766,Timo Becker,Holstein Kiel,DF,53,33,73.9,8.445932617353302
767,Abdoulaye Niakhate Ndiaye,Brest,DF,49,33,67.6,8.445047581588087
768,Lucas Hernández,Paris S-G,DF,24,18,60.9,8.43688251047228
769,Dodi Lukebakio,Sevilla,FW,22,14,55.6,8.435141438520843
770,Miguel Gutiérrez,Girona,"DF,MF",37,24,45.9,8.433116824744438
771,Jean-Ricner Bellegarde,Wolves,"MF,FW",39,24,70.0,8.432599763028342
772,Kenny Tete,Fulham,DF,56,38,60.5,8.431255850530158
773,Vitaliy Mykolenko,Everton,DF,63,38,51.8,8.430974845913331
774,Rafik Messali,Toulouse,DF,15,8,87.5,8.429954516709177
775,Patrick Dorgu,Manchester Utd,DF,31,24,69.6,8.42955085868962
776,Konstantinos Mavropanos,West Ham,DF,35,24,59.3,8.428445254648768
777,Jamie Gittens,Dortmund,"FW,MF",31,19,77.8,8.427877223775614
778,Mattia Zaccagni,Lazio,FW,38,27,50.0,8.427265213767921
779,Marc Bartra,Betis,DF,33,19,57.7,8.426086072282365
780,Mohamed Abdelmoneim,Nice,DF,21,14,59.1,8.425248039111151
781,Ismaily,Lille,DF,33,17,65.4,8.42507353167889
782,Yarek Gasiorowski,Valencia,DF,19,16,69.2,8.423282865265701
783,Tyronne Ebuehi,Empoli,"DF,MF",3,2,100.0,8.422268279883877
784,Thijs Dallinga,Bologna,FW,10,5,100.0,8.422268279883877
785,Harry Winks,Leicester City,MF,24,11,43.3,8.420599780478748
786,Glen Kamara,Rennes,MF,23,11,64.7,8.417162057895872
787,Moussa Diarra,Alavés,DF,40,24,58.6,8.41523835289146
788,Dylan Batubinsika,Saint-Étienne,DF,26,13,59.1,8.41520588797317
789,Lucas Chevalier,Lille,GK,3,2,75.0,8.411949930861766
790,Ylber Ramadani,Lecce,MF,51,28,63.5,8.408310422930056
791,Emile Smith Rowe,Fulham,MF,31,18,33.3,8.405340269545512
792,Tim Oermann,Bochum,DF,50,31,60.5,8.40489324280966
793,Jefferson Lerma,Crystal Palace,"MF,DF",35,17,52.8,8.404828024286978
794,Isco,Betis,MF,20,13,25.0,8.404389461309508
795,Charlie Taylor,Southampton,DF,7,5,71.4,8.404384677889833
796,Timothy Castagne,Fulham,DF,46,29,57.8,8.404073069418818
797,Valery Fernández,Mallorca,"MF,FW",8,7,71.4,8.402275872624061
798,Andrea Carboni,Monza,DF,60,35,66.0,8.402173659134116
799,Pape Matar Sarr,Tottenham,MF,49,36,48.0,8.402073863935959
800,Jon Moncayola,Osasuna,MF,70,41,51.7,8.400330978514138
801,Ashley Young,Everton,DF,58,33,61.4,8.398055431506101
802,Jacob Ondrejka,Parma,"MF,FW",12,6,83.3,8.397980884318935
803,Eduardo Camavinga,Real Madrid,"MF,DF",42,26,57.6,8.39453312953649
804,Amad Diallo,Manchester Utd,"MF,FW",38,31,59.4,8.389942862897442
805,Ellyes Skhiri,Eint Frankfurt,MF,40,22,40.9,8.389801609478798
806,Leo Skiri Østigård,Hoffenheim,DF,9,7,66.7,8.38814570610617
807,Caleb Kporha,Crystal Palace,DF,2,1,100.0,8.38380826074171
808,Caio Henrique Oliveira Silva,Monaco,DF,37,26,52.3,8.382995846962707
809,Brooke Norton-Cuffy,Genoa,"DF,FW",12,7,81.8,8.382253608720452
810,Riccardo Calafiori,Arsenal,DF,27,19,62.1,8.381770174449962
811,Edson Álvarez,West Ham,MF,50,27,48.6,8.381767541990563
812,Rani Khedira,Union Berlin,MF,68,40,63.2,8.373091873940588
813,Justin Diehl,Stuttgart,"FW,DF",1,0,100.0,8.372032279706401
814,Arnaud Nordin,Mainz 05,"DF,MF",2,0,100.0,8.372032279706401
815,Mohamed Lamine Bayo,Lille,FW,1,1,100.0,8.372032279706401
816,Pablo Maffeo,Mallorca,DF,60,40,73.9,8.371478713281846
817,Javi López,Real Sociedad,DF,40,23,62.2,8.368141839632505
818,Maxence Caqueret,Como,MF,36,21,52.6,8.364755750808337
819,Ngal'Ayel Mukau,Lille,MF,33,18,58.6,8.363834038849827
820,Saša Lukić,Fulham,MF,68,39,41.8,8.361619063870766
821,Yannik Engelhardt,Como,"MF,DF",30,12,59.3,8.361095880365486
822,Gio Reyna,Dortmund,MF,7,0,80.0,8.35976500512425
823,Antonino Gallo,Lecce,DF,65,42,54.8,8.357536552164193
824,Sergio Gómez,Real Sociedad,"MF,DF",71,39,53.6,8.356849174507607
825,Sergi Cardona,Villarreal,DF,71,48,62.0,8.356519857601405
826,Umut Tohumcu,Hoffenheim,"MF,FW",9,5,71.4,8.353706232900723
827,Modibo Sagnan,Montpellier,DF,57,35,59.1,8.353222497416288
828,Yan Couto,Dortmund,"DF,FW",24,16,56.0,8.353054322571214
829,Arthur Atta,Udinese,"MF,FW",20,12,66.7,8.352106255247191
830,Ousmane Dembélé,Paris S-G,FW,11,5,33.3,8.347399822262158
831,Andoni Gorosabel,Athletic Club,DF,47,28,66.7,8.346667056578111
832,Abdel Abqar,Alavés,DF,36,23,58.8,8.341261566882636
833,William Carvalho,Betis,MF,9,6,66.7,8.341120334638825
834,Jake O'Brien,Everton,DF,26,17,68.0,8.33880727003908
835,Tom Cairney,Fulham,MF,13,5,57.1,8.337454354923306
836,Aymen Barkok,Mainz 05,MF,2,1,100.0,8.337426204616158
837,Maxim Leitsch,Mainz 05,DF,12,4,77.8,8.334581498151184
838,Goduine Koyalipou,Lens,FW,3,2,100.0,8.334402301107387
839,Alban Lafont,Nantes,GK,1,1,100.0,8.334402301107387
840,Gabriel Osho,Auxerre,DF,23,15,65.0,8.331599253590896
841,Carlens Arcus,Angers,DF,52,35,60.7,8.330787612882295
842,Daniel Oyegoke,Hellas Verona,DF,2,2,100.0,8.32599639172633
843,Micky van de Ven,Tottenham,DF,10,6,57.1,8.325368368999273
844,Jon Aramburu,Real Sociedad,DF,102,70,66.0,8.324136348172335
845,Kingsley Coman,Bayern Munich,FW,17,12,66.7,8.323039780785404
846,Juan Bernat,Villarreal,"DF,MF",9,7,80.0,8.322904062004028
847,Mads Pedersen,Augsburg,DF,8,7,80.0,8.322904062004028
848,Nicolò Fagioli,Juventus,MF,14,10,66.7,8.322828550202878
849,Niklas Dorsch,Heidenheim,MF,27,16,59.1,8.322240957491806
850,Alberto Grassi,Empoli,MF,39,21,63.6,8.320228496011856
851,Matty Cash,Aston Villa,DF,56,32,72.1,8.317686552000954
852,Luca Mazzitelli,Como,MF,9,6,71.4,8.314052937674864
853,Jaydee Canvot,Toulouse,"DF,MF",23,11,66.7,8.31388920703777
854,Mahamadou Nagida,Rennes,DF,8,6,80.0,8.311375899654223
855,Brendan Chardonnet,Brest,DF,45,33,62.5,8.306688279183753
856,Marc Guiu,Chelsea,FW,1,1,100.0,8.305574057659392
857,Abdukodir Khusanov,Lens,DF,15,11,63.6,8.302291815179178
858,Serge Gnabry,Bayern Munich,"FW,MF",20,11,66.7,8.298481987305106
859,Luis Díaz,Liverpool,FW,39,26,38.5,8.296312957329151
860,Junior Sambia,Empoli,"DF,FW",14,10,100.0,8.293176186057343
861,Ibrahima Niane,Angers,FW,7,3,100.0,8.293176186057343
862,Emmanuel Ekong,Empoli,"MF,FW",4,3,100.0,8.293176186057343
863,Sean Longstaff,Newcastle Utd,MF,27,16,66.7,8.291211904124722
864,Almoatasem Al Musrati,Monaco,MF,14,11,63.6,8.288460615117026
865,Maxime Bernauer,Saint-Étienne,DF,9,9,62.5,8.288032388137683
866,Renato Veiga,Juventus,DF,17,12,64.3,8.286307177066206
867,Aritz Elustondo,Real Sociedad,DF,20,11,57.9,8.28347941521256
868,Nicolás Domínguez,Nott'ham Forest,"MF,FW",86,45,47.4,8.282605561437977
869,Diego Carlos,Aston Villa,DF,8,3,66.7,8.280351160422136
870,Arouna Sangante,Le Havre,DF,25,16,58.8,8.28002787469323
871,Nicolas Pallois,Nantes,DF,61,27,58.7,8.280022711557123
872,Jon Martin,Real Sociedad,DF,11,9,66.7,8.273251062540048
873,Douglas Luiz,Juventus,MF,13,8,66.7,8.271411817257029
874,Emerson Palmieri,West Ham,DF,60,31,56.3,8.27099558263795
875,Javi Sánchez,Valladolid,DF,26,16,65.4,8.270960736453091
876,Adrià Pedrosa,Sevilla,DF,56,32,57.4,8.270833296544529
877,Lautaro Gianetti,Udinese,DF,22,10,70.0,8.27012322893272
878,Josip Stanišić,Bayern Munich,DF,13,11,46.7,8.26901394410816
879,Caleb Ekuban,Genoa,FW,3,3,100.0,8.268683359163907
880,Hákon Arnar Haraldsson,Lille,"MF,FW",36,16,48.5,8.268170993267399
881,Jay Robinson,Southampton,"MF,FW",4,1,100.0,8.266872137572996
882,David Zec,Holstein Kiel,DF,23,10,65.0,8.266821226756983
883,Éder Militão,Real Madrid,DF,19,17,58.3,8.266454547634986
884,Dennis Geiger,Hoffenheim,"MF,FW",24,11,63.2,8.263312647231055
885,Christian Mawissa,Monaco,DF,42,29,59.1,8.26223991744771
886,Marin Pongračić,Fiorentina,DF,18,13,63.6,8.256664481844105
887,Jordan Veretout,Lyon,MF,30,14,42.5,8.25625613274385
888,Ben Lhassine Kone,Como,MF,2,2,66.7,8.255660246684709
889,Anthony Lopes,Nantes,GK,1,0,100.0,8.254619139879015
890,Mohamed Meité,Rennes,FW,2,0,100.0,8.254619139879015
891,Steve Ngoura,Le Havre,FW,4,2,100.0,8.254619139879015
892,Louis Mouton,Saint-Étienne,MF,49,25,59.5,8.253944439961591
893,Orel Mangala,Everton,MF,16,8,62.5,8.252358575708252
894,Magnus Knudsen,Holstein Kiel,MF,48,29,56.8,8.251312664803805
895,Mergim Berisha,Augsburg,FW,1,0,100.0,8.251078061145249
896,Rodrigo Muniz,Fulham,FW,10,5,100.0,8.25107479398101
897,Paweł Dawidowicz,Hellas Verona,"DF,MF",45,24,66.7,8.244834517084612
898,José Luis Gayà,Valencia,DF,57,40,69.0,8.244627942821104
899,Jamal Musiala,Bayern Munich,MF,36,21,41.4,8.243742668008322
900,Tomáš Souček,West Ham,MF,46,21,59.1,8.243271411932158
901,Raúl Albiol,Villarreal,DF,10,9,60.0,8.242848804722321
902,Chris Führich,Stuttgart,"MF,FW",15,10,48.1,8.241689787171275
903,Lewis Ferguson,Bologna,MF,24,13,56.3,8.239948166165494
904,Matheus Cunha,Wolves,"MF,FW",38,22,33.3,8.23920883668891
905,Phil Foden,Manchester City,"MF,FW",13,5,38.9,8.23859944748422
906,Danilo D'Ambrosio,Monza,DF,28,15,60.9,8.2369462665567
907,Ross Barkley,Aston Villa,MF,14,3,64.3,8.236397218151351
908,Ayyoub Bouaddi,Lille,MF,50,31,59.4,8.23609897324019
909,Jérémy Jacquet,Rennes,DF,26,17,63.6,8.235650285473449
910,Dehmaine Assoumani,Nantes,"MF,FW",6,3,80.0,8.233271178879857
911,Benedikt Gimber,Heidenheim,DF,72,46,60.3,8.232765354208418
912,Flynn Downes,Southampton,MF,49,25,41.7,8.230511351369032
913,Abdul Mumin,Rayo Vallecano,DF,37,25,63.0,8.226314962561558
914,Noah Okafor,Napoli,"FW,MF",3,2,100.0,8.225402919146976
915,Karol Mets,St. Pauli,DF,13,8,57.1,8.223945684414272
916,Timothy Weah,Juventus,"DF,FW",36,19,56.0,8.223882377844687
917,Kyle Walker,Manchester City,DF,17,10,53.8,8.22380405238232
918,Jorge Herrando,Osasuna,DF,17,11,60.0,8.223404229069736
919,Timothee Pembele,Le Havre,DF,30,22,60.9,8.222229227481714
920,Yacine Adli,Fiorentina,MF,32,19,43.6,8.220586224224457
921,Flavius Daniliuc,Hellas Verona,DF,26,21,62.5,8.218931563103835
922,Abel,Osasuna,DF,61,37,61.9,8.218291519499159
923,Lukas Kübler,Freiburg,DF,40,21,56.3,8.218041606392621
924,Arda Güler,Real Madrid,"MF,FW",30,16,40.9,8.21716724359277
925,Robin Olsen,Aston Villa,GK,1,0,100.0,8.215664626695297
926,Luca Netz,Gladbach,DF,24,14,68.4,8.215165625338669
927,Eray Cömert,Valladolid,"DF,MF",24,14,57.1,8.213374813502321
928,Baptiste Santamaria,Nice,MF,20,10,59.1,8.210741475830362
929,El Chadaille Bitshiabu,RB Leipzig,DF,27,18,52.6,8.210560692290109
930,Jackson Tchatchoua,Hellas Verona,"DF,MF",50,31,65.1,8.209770450294835
931,David Torres,Valladolid,DF,13,8,63.6,8.205761728494144
932,José Sá,Wolves,GK,2,2,100.0,8.203957920910135
933,Senny Mayulu,Paris S-G,MF,25,16,57.1,8.202546455679043
934,John McGinn,Aston Villa,"MF,FW",33,24,41.9,8.200176025134418
935,Tomás Palacios,Monza,DF,11,5,69.2,8.19709706743098
936,Antoine Mendy,Nice,DF,30,21,65.5,8.19569633671874
937,Gideon Mensah,Auxerre,DF,68,45,50.0,8.194254918155913
938,Soungoutou Magassa,Monaco,MF,47,25,54.3,8.193336592662808
939,Aleksandr Golovin,Monaco,"MF,FW",38,24,43.6,8.192480039872507
940,Adama Boiro,Athletic Club,"DF,FW",20,11,66.7,8.190042529996548
941,Brahim Díaz,Real Madrid,"FW,MF",25,19,36.8,8.188339525330012
942,Jordan James,Rennes,MF,30,19,53.3,8.187901615203879
943,Dan Ndoye,Bologna,FW,26,19,57.1,8.182031219031103
944,Florian Grillitsch,Hoffenheim,MF,15,9,57.1,8.179955042309764
945,Aurélio Buta,Reims,DF,37,24,50.0,8.179818222387844
946,Nordi Mukiele,Leverkusen,DF,20,16,66.7,8.177858577383146
947,Max Geschwill,Holstein Kiel,DF,26,21,73.7,8.174939034029116
948,Kevin De Bruyne,Manchester City,"MF,FW",17,9,21.7,8.17477108721833
949,Manu Sánchez,Alavés,DF,83,56,59.4,8.174647032783689
950,Oliver Skipp,Leicester City,MF,21,4,60.0,8.174641008045127
951,Pablo Marí,Monza,DF,26,15,52.4,8.170290742538553
952,Jannik Vestergaard,Leicester City,DF,22,10,60.0,8.16990595408465
953,Borna Sosa,Torino,DF,26,19,64.0,8.168364429675457
954,Nuno Tavares,Lazio,DF,28,21,41.2,8.163420020618094
955,Niccolò Pisilli,Roma,MF,24,11,54.5,8.16241355050347
956,Ademola Lookman,Atalanta,"MF,FW",32,15,57.9,8.157442213696866
957,Joe Willock,Newcastle Utd,"MF,FW",30,17,58.1,8.155483668305719
958,Junior Mwanga,Le Havre,MF,26,16,57.9,8.154308972881065
959,Sergio Arribas,Betis,DF,7,4,85.7,8.152268404160118
960,Gabriel Suazo,Toulouse,DF,59,39,41.7,8.148682671160035
961,John Tolkin,Holstein Kiel,"DF,MF",18,11,85.7,8.148667212223378
962,Yehor Yarmoliuk,Brentford,MF,49,28,50.9,8.148386465265032
963,Ivan Jaime Pajuelo,Valencia,MF,8,5,80.0,8.148339349400405
964,Caleb Okoli,Leicester City,DF,25,14,61.1,8.148196890274154
965,Giorgos Kyriakopoulos,Monza,DF,43,26,49.2,8.143985822508174
966,Joe Aribo,Southampton,"MF,DF",47,33,48.6,8.143089540041023
967,Kacper Urbanski,Monza,MF,5,3,57.1,8.139275716835368
968,Rui Modesto,Udinese,"DF,MF",16,12,77.8,8.139250605222408
969,Hamari Traoré,Real Sociedad,DF,19,12,68.2,8.137666414223519
970,Manuel Lazzari,Lazio,DF,26,16,58.3,8.13625336262057
971,Ander Guevara,Alavés,MF,49,30,41.7,8.134117643956376
972,Kévin Danois,Auxerre,MF,49,30,43.5,8.131112408175234
973,Rubén García,Osasuna,"FW,MF",52,31,43.3,8.130814388808929
974,Leroy Sané,Bayern Munich,FW,23,15,52.2,8.129506834172
975,Khvicha Kvaratskhelia,Paris S-G,FW,19,13,56.5,8.128428916300294
976,Skelly Alvero,Werder Bremen,MF,11,6,80.0,8.126905603790858
977,Matteo Darmian,Inter,DF,28,17,56.0,8.12590220565513
978,Deiver Machado,Lens,"DF,MF",36,26,56.7,8.125345952102114
979,Kylian Mbappé,Real Madrid,FW,8,5,20.0,8.122805570382672
980,Marc Roca,Betis,MF,20,14,52.9,8.120352726349184
981,Nicolás González,Manchester City,MF,16,6,54.5,8.116874597915055
982,Ivan Smolčić,Como,DF,16,9,69.2,8.114718748475518
983,Jonathan Clauss,Nice,"DF,MF",52,35,50.0,8.113965611113462
984,Armando Izzo,Monza,DF,40,15,50.0,8.110509162477546
985,Nicolas Cozza,Nantes,"DF,MF",59,41,66.0,8.106381392696445
986,Luca Philipp,Hoffenheim,GK,1,0,100.0,8.105610222800033
987,Abdukodir Khusanov,Manchester City,DF,5,4,66.7,8.1045300485397
988,Mandela Keita,Parma,MF,44,25,51.4,8.10280766192596
989,Emmanuel Agbadou,Wolves,DF,30,19,65.0,8.097330349193143
990,Alberto Dossena,Como,DF,33,20,57.1,8.097061608795945
991,Lucas Oliveira Rosa,Valladolid,DF,53,33,68.6,8.096244064767946
992,Lazar Samardzic,Atalanta,MF,21,15,48.0,8.09460260116578
993,Urko González,Espanyol,MF,46,28,63.6,8.092742426384683
994,Beres Owusu,Saint-Étienne,DF,2,2,100.0,8.087964091926398
995,Yassine Kechta,Le Havre,"MF,FW",60,36,42.3,8.087108359127999
996,Federico Dimarco,Inter,"DF,FW",25,14,52.6,8.084096392581584
997,Daniel Svensson,Dortmund,"DF,FW",15,11,63.6,8.083209274052535
998,Marnon Busch,Heidenheim,"DF,MF",26,17,71.9,8.08082665129203
999,Jeremy Monga,Leicester City,"FW,MF",2,1,100.0,8.080698742459509
1000,Eberechi Eze,Crystal Palace,"MF,FW",39,22,47.2,8.079042324791786
1001,Nahuel Molina,Atlético Madrid,DF,44,19,55.4,8.07841198687805
1002,Kike Pérez,Valladolid,MF,37,26,57.7,8.078356554724262
1003,Sávio,Manchester City,"FW,MF",23,17,52.6,8.07753826880132
1004,Jurgen Ekkelenkamp,Udinese,MF,36,25,51.4,8.06629436485724
1005,Nicolas Höfler,Freiburg,MF,33,23,64.5,8.063259696519475
1006,Ben Davies,Tottenham,DF,17,11,52.9,8.05985429482105
1007,Marvin Friedrich,Gladbach,DF,15,9,56.3,8.05931178593878
1008,Adam Dźwigała,St. Pauli,"DF,MF",20,10,68.8,8.0548103905279
1009,Răzvan Marin,Cagliari,MF,22,13,52.0,8.052890061241513
1010,Óscar Valentín,Rayo Vallecano,MF,55,41,43.4,8.052060383077846
1011,Fabiano Parisi,Fiorentina,"DF,MF",27,17,57.1,8.050825913575018
1012,Christopher Trimmel,Union Berlin,"DF,MF",38,25,66.7,8.050416270603792
1013,Tom Krauß,Bochum,MF,35,18,50.0,8.047473546050574
1014,Stanley N'Soki,Hoffenheim,DF,22,16,52.2,8.043501206295801
1015,Rolando Mandragora,Fiorentina,MF,23,13,45.2,8.040925754248944
1016,Kike Salas,Sevilla,DF,47,28,58.7,8.039550656487261
1017,Valentín Barco,Sevilla,"DF,FW",15,9,80.0,8.038749115020055
1018,Manolis Saliakas,St. Pauli,"MF,DF",46,22,51.0,8.037757482859858
1019,Chris Richards,Crystal Palace,DF,47,30,58.5,8.03656826672247
1020,Jonas Wind,Wolfsburg,"FW,MF",10,6,50.0,8.031381949040039
1021,Mads Hermansen,Leicester City,GK,1,1,100.0,8.029938803591584
1022,Phillipp Mwene,Mainz 05,DF,51,29,41.3,8.026875679074717
1023,Jesús Owono,Alavés,GK,1,1,100.0,8.026754279782061
1024,Matìas Soulé,Roma,"MF,DF",26,16,43.5,8.025339840955358
1025,Nabil Aberdin,Getafe,MF,6,4,100.0,8.023959463728549
1026,Jadon Sancho,Chelsea,FW,13,7,41.7,8.022727689370106
1027,Martin Satriano,Lens,"FW,DF",3,1,100.0,8.020418384994782
1028,Hugo Sotelo,Celta Vigo,MF,28,17,41.9,8.020346345986288
1029,Daniele Ghilardi,Hellas Verona,DF,44,29,61.0,8.017827870120461
1030,Ayman Aiki,Saint-Étienne,"FW,MF",3,3,100.0,8.015349549526448
1031,Johann Lepenant,Nantes,MF,68,33,45.1,8.01437278859056
1032,Patric,Lazio,DF,9,6,60.0,8.014254773798763
1033,Rodrigo Abajas,Valencia,DF,3,2,100.0,8.013619692383593
1034,Charles De Ketelaere,Atalanta,"MF,FW",13,9,26.7,8.01011737344246
1035,Christian Pulisic,Milan,"FW,MF",43,29,40.5,8.00813574883678
1036,Hernani,Parma,MF,47,26,54.0,8.007135715027262
1037,Matteo Pessina,Monza,MF,15,4,64.3,7.998992483824859
1038,Diego Moreira,Strasbourg,"DF,MF",44,28,48.0,7.998979142764498
1039,Janik Haberer,Union Berlin,"MF,DF",39,29,59.1,7.998385272026306
1040,Roman Dixon,Everton,DF,5,5,100.0,7.997429462301175
1041,Héctor Fort,Barcelona,DF,13,8,62.5,7.997344136218413
1042,Han-Noah Massengo,Auxerre,MF,17,11,66.7,7.996025747051427
1043,Joël Schingtienne,Venezia,DF,27,16,63.2,7.993880727622716
1044,Juan Berrocal,Getafe,DF,14,7,71.4,7.993585470737363
1045,Meschak Elia,Nantes,FW,7,5,100.0,7.9917817499995865
1046,Lucas Bergvall,Tottenham,MF,39,19,53.1,7.990929531805448
1047,Lennard Maloney,Mainz 05,MF,2,1,100.0,7.990051892856729
1048,Olabade Aluko,Leicester City,DF,1,1,100.0,7.988682403811987
1049,Liam Henderson,Empoli,MF,42,22,41.5,7.986656500504611
1050,Lassana Coulibaly,Lecce,MF,48,29,39.3,7.984021415951588
1051,Takumi Minamino,Monaco,"MF,FW",33,19,35.7,7.981558623601996
1052,Alberto Moreno,Como,DF,25,11,46.2,7.981212877100105
1053,Duje Ćaleta-Car,Lyon,DF,20,12,52.6,7.9740320006140895
1054,Antoine Griezmann,Atlético Madrid,"FW,MF",30,17,24.1,7.973544790731063
1055,Javier Muñoz,Las Palmas,"MF,DF",45,35,34.8,7.972749449332094
1056,Robin Hack,Gladbach,"FW,MF",22,17,42.9,7.972029696240185
1057,Gianluca Busio,Venezia,MF,46,31,42.6,7.971884363378603
1058,Hugo Magnetti,Brest,MF,52,32,45.1,7.970198676473096
1059,Antonio Sivera,Alavés,GK,2,1,100.0,7.96738900644919
1060,Patrick Osterhage,Freiburg,MF,45,29,46.7,7.965924914654633
1061,Jacopo Bacci,Empoli,MF,1,0,100.0,7.963847927715424
1062,Kévin Pedro,Saint-Étienne,DF,3,0,100.0,7.963847927715424
1063,Lee Jae-sung,Mainz 05,MF,42,21,38.5,7.961452106168094
1064,Maximilian Bauer,Augsburg,DF,14,8,64.3,7.960260153828834
1065,Leandro Cabrera,Espanyol,DF,40,23,57.6,7.959157698138013
1066,Nikola Vlašić,Torino,"MF,FW",37,19,40.0,7.954873606603218
1067,Juan Cruz Armada,Osasuna,DF,26,14,62.5,7.954287773549147
1068,Leonardo Spinazzola,Napoli,"DF,FW",17,10,43.5,7.950334204925103
1069,Renato Tapia,Leganés,"MF,DF",61,35,48.0,7.948325062995955
1070,Diego Martín,Las Palmas,FW,1,1,100.0,7.948037433479267
1071,Enzo Tchato,Montpellier,DF,48,26,59.1,7.946602062459217
1072,Ridgeciano Haps,Venezia,DF,30,16,63.6,7.943998574300312
1073,Ki-Jana Hoever,Auxerre,DF,51,38,55.6,7.943823965030509
1074,Khalil Fayad,Montpellier,"MF,FW",31,16,53.6,7.940699799214944
1075,Adam Wharton,Crystal Palace,MF,34,14,38.6,7.940145694115196
1076,Hassane Kamara,Udinese,DF,35,25,57.1,7.938671282039363
1077,Sebastiano Esposito,Empoli,"FW,MF",57,29,51.4,7.937610232216786
1078,Javi Galán,Atlético Madrid,DF,51,31,51.0,7.936328563010214
1079,Piotr Zieliński,Inter,MF,14,10,46.2,7.936007461111391
1080,Kingsley Ehizibue,Udinese,DF,55,35,61.0,7.935839224524793
1081,Beñat Prados,Athletic Club,MF,55,36,47.2,7.934256198164851
1082,Max Aarons,Valencia,"DF,MF",4,4,80.0,7.93224778868347
1083,Gabriel Strefezza,Como,"FW,MF",57,39,38.2,7.928092422265923
1084,Robert Andrich,Leverkusen,"MF,DF",24,12,50.0,7.92788445096496
1085,Séamus Coleman,Everton,DF,3,2,75.0,7.927033962258332
1086,Balthazar Pierret,Lecce,MF,51,31,43.3,7.923858028936463
1087,Lucas Digne,Aston Villa,DF,65,38,66.7,7.920550186471543
1088,Mikel Merino,Arsenal,"MF,FW",46,28,55.6,7.919641156578372
1089,Osame Sahraoui,Lille,"FW,MF",13,9,37.5,7.915147011336553
1090,Takefusa Kubo,Real Sociedad,"MF,FW",31,20,40.0,7.9079320526780865
1091,Milan Badelj,Genoa,MF,29,16,42.9,7.907898775393562
1092,Stefan Džodić,Montpellier,"DF,MF",8,5,62.5,7.902716914872794
1093,Will Hughes,Crystal Palace,MF,66,36,45.2,7.902365065258972
1094,Yann Gboho,Toulouse,"MF,FW",31,18,40.0,7.901511729111332
1095,Randal Kolo Muani,Juventus,FW,11,7,80.0,7.897299179211638
1096,Yasin Ayari,Brighton,MF,59,32,46.4,7.896915862971223
1097,Mats Hummels,Roma,DF,30,15,61.1,7.895785843579318
1098,Jacob Ramsey,Aston Villa,"FW,MF",30,15,50.0,7.895084508898529
1099,Alexis Saelemaekers,Roma,"DF,FW",33,20,51.4,7.894688295255379
1100,Bryan Gil,Girona,"FW,MF",34,20,46.7,7.894498941683477
1101,Fredrik Jensen,Augsburg,MF,7,7,80.0,7.8931252106213545
1102,Emmanuel Gyasi,Empoli,"DF,FW",52,29,63.2,7.892689533242518
1103,Adam Obert,Cagliari,DF,31,18,59.3,7.892586998285465
1104,Wataru Endo,Liverpool,"MF,DF",12,8,60.0,7.890776894969561
1105,Juan Soriano,Leganés,GK,1,1,100.0,7.890493280650738
1106,Mattia Bani,Genoa,DF,19,10,63.6,7.8888580733600815
1107,Tamás Nikitscher,Valladolid,"MF,DF",17,8,61.5,7.8885129929848015
1108,Jan Schöppner,Heidenheim,MF,56,30,34.5,7.8882459156767
1109,Antoine Semenyo,Bournemouth,FW,55,35,37.2,7.887989527483841
1110,Luca Pellegrini,Lazio,DF,23,11,53.1,7.887946905037953
1111,Gianluca Caprari,Monza,"MF,FW",19,11,50.0,7.884952229284645
1112,Manuel Fuster,Las Palmas,"FW,MF",19,11,53.6,7.8779004406908175
1113,Aitor Ruibal,Betis,"DF,FW",32,23,53.2,7.877361419929872
1114,Aitor Paredes,Athletic Club,DF,15,13,53.3,7.876704991104299
1115,Matheus Nunes,Manchester City,"DF,MF",35,22,42.1,7.875939747136203
1116,Emerson,Milan,DF,45,28,47.1,7.875927125935406
1117,Adrià Altimira,Leganés,"DF,FW",41,24,60.0,7.875778661938808
1118,Mario Götze,Eint Frankfurt,"MF,FW",41,28,41.7,7.873533747641633
1119,Pedro,Lazio,"FW,MF",19,14,47.6,7.871575344271736
1120,Reinildo Mandava,Atlético Madrid,DF,18,11,55.6,7.866576328854759
1121,Jordan Amavi,Brest,DF,24,17,71.4,7.864878096895376
1122,Miloš Veljković,Werder Bremen,DF,10,5,46.7,7.86468151799229
1123,Emil Holm,Bologna,DF,34,21,64.5,7.855472664571441
1124,Leandro Trossard,Arsenal,FW,31,20,35.3,7.855312782279285
1125,Jorge Sáenz,Leganés,DF,37,23,55.0,7.854748525782951
1126,James Garner,Everton,"MF,DF",47,31,58.5,7.853977417108669
