league_,season_,team_,player_,nation_,pos_,age_,born_,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK
ITA-Serie A,2425,Inter,Mehdi Taremi,IRN,FW,32,1992,26,7,816,9.1,1,2,3,0,1,1,1,0,0.11,0.22,0.33,0.0,0.22
ITA-Serie A,2425,Inter,Nicola Zalewski,POL,MF,22,2002,11,4,435,4.8,1,1,2,1,0,0,4,0,0.21,0.21,0.41,0.21,0.41
ITA-Serie A,2425,Inter,Nicolò Barella,ITA,MF,27,1997,33,29,2493,27.7,3,6,9,3,0,0,4,0,0.11,0.22,0.32,0.11,0.32
ITA-Serie A,2425,Inter,Piotr Zieliński,POL,MF,30,1994,26,8,980,10.9,2,2,4,0,2,2,0,0,0.18,0.18,0.37,0.0,0.18
ITA-Serie A,2425,Inter,Stefan de Vrij,NED,DF,32,1992,26,18,1726,19.2,3,0,3,3,0,0,2,0,0.16,0.0,0.16,0.16,0.16
ITA-Serie A,2425,Inter,Tajon Buchanan,CAN,"DF,MF",25,1999,6,0,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Inter,Tomás Palacios,ARG,DF,21,2003,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Inter,Yann Aurel Bisseck,GER,DF,23,2000,27,17,1643,18.3,3,2,5,3,0,0,4,0,0.16,0.11,0.27,0.16,0.27
ITA-Serie A,2425,Inter,Yann Sommer,SUI,GK,35,1988,33,33,2970,33.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Juventus,Alberto costa,POR,"DF,MF",20,2003,9,3,357,4.0,0,1,1,0,0,0,3,0,0.0,0.25,0.25,0.0,0.25
ITA-Serie A,2425,Juventus,Andrea Cambiaso,ITA,"DF,MF",24,2000,33,25,2221,24.7,2,3,5,2,0,0,4,0,0.08,0.12,0.2,0.08,0.2
ITA-Serie A,2425,Juventus,Danilo,BRA,DF,33,1991,12,6,581,6.5,0,1,1,0,0,0,2,0,0.0,0.15,0.15,0.0,0.15
ITA-Serie A,2425,Juventus,Diego Pugno,ITA,DF,18,2006,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Juventus,Douglas Luiz,BRA,MF,26,1998,19,3,529,5.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Juventus,Dušan Vlahović,SRB,FW,24,2000,29,21,1784,19.8,10,4,14,6,4,4,3,0,0.5,0.2,0.71,0.3,0.5
ITA-Serie A,2425,Juventus,Federico Gatti,ITA,DF,26,1998,30,26,2195,24.4,1,0,1,1,0,0,2,0,0.04,0.0,0.04,0.04,0.04
ITA-Serie A,2425,Juventus,Francisco Conceição,POR,MF,21,2002,26,12,1340,14.9,3,3,6,3,0,0,5,1,0.2,0.2,0.4,0.2,0.4
ITA-Serie A,2425,Juventus,Gleison Bremer,BRA,DF,27,1997,6,6,540,6.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Juventus,Jonas Rouhi,SWE,DF,20,2004,5,1,210,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Juventus,Juan David Cabal,COL,DF,23,2001,7,6,460,5.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Juventus,Kenan Yıldız,TUR,MF,19,2005,35,28,2402,26.7,7,4,11,7,0,0,2,1,0.26,0.15,0.41,0.26,0.41
ITA-Serie A,2425,Juventus,Khéphren Thuram,FRA,MF,23,2001,35,26,2326,25.8,4,5,9,4,0,0,5,0,0.15,0.19,0.35,0.15,0.35
ITA-Serie A,2425,Juventus,Lloyd Kelly,ENG,DF,25,1998,12,11,1013,11.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Juventus,Lorenzo Anghelè,ITA,FW,19,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Juventus,Manuel Locatelli,ITA,MF,26,1998,36,34,2822,31.4,2,2,4,1,1,1,9,0,0.06,0.06,0.13,0.03,0.1
ITA-Serie A,2425,Juventus,Mattia Perin,ITA,GK,31,1992,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Juventus,Michele Di Gregorio,ITA,GK,27,1997,33,33,2970,33.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Juventus,Nicolás González,ARG,"MF,FW",26,1998,26,23,1750,19.4,3,2,5,3,0,0,3,0,0.15,0.1,0.26,0.15,0.26
ITA-Serie A,2425,Juventus,Nicolò Fagioli,ITA,MF,23,2001,17,5,571,6.3,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Juventus,Nicolò Savona,ITA,DF,21,2003,28,19,1724,19.2,2,1,3,2,0,0,5,0,0.1,0.05,0.16,0.1,0.16
ITA-Serie A,2425,Juventus,Pierre Kalulu,FRA,DF,24,2000,29,25,2337,26.0,1,0,1,1,0,0,2,1,0.04,0.0,0.04,0.04,0.04
ITA-Serie A,2425,Juventus,Randal Kolo Muani,FRA,FW,25,1998,16,13,1160,12.9,8,1,9,7,1,1,0,0,0.62,0.08,0.7,0.54,0.62
ITA-Serie A,2425,Juventus,Renato Veiga,POR,DF,21,2003,13,12,1093,12.1,0,1,1,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08
ITA-Serie A,2425,Juventus,Samuel Mbangula,BEL,MF,20,2004,23,7,709,7.9,3,3,6,3,0,0,1,0,0.38,0.38,0.76,0.38,0.76
ITA-Serie A,2425,Juventus,Teun Koopmeiners,NED,MF,26,1998,28,23,1994,22.2,3,3,6,3,0,0,3,0,0.14,0.14,0.27,0.14,0.27
ITA-Serie A,2425,Juventus,Timothy Weah,USA,"MF,DF",24,2000,30,18,1638,18.2,5,2,7,5,0,0,4,0,0.27,0.11,0.38,0.27,0.38
ITA-Serie A,2425,Juventus,Vasilije Adžić,MNE,MF,18,2006,6,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Juventus,Weston McKennie,USA,"MF,DF",25,1998,32,27,2310,25.7,2,4,6,2,0,0,3,0,0.08,0.16,0.23,0.08,0.23
ITA-Serie A,2425,Lazio,Adam Marušić,MNE,DF,31,1992,35,26,2337,26.0,4,0,4,4,0,0,1,0,0.15,0.0,0.15,0.15,0.15
ITA-Serie A,2425,Lazio,Alessio Romagnoli,ITA,DF,29,1995,32,31,2672,29.7,2,0,2,2,0,0,4,2,0.07,0.0,0.07,0.07,0.07
ITA-Serie A,2425,Lazio,Arijon Ibrahimović,GER,MF,18,2005,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lazio,Boulaye Dia,SEN,"MF,FW",27,1996,35,27,2177,24.2,9,3,12,9,0,0,2,0,0.37,0.12,0.5,0.37,0.5
ITA-Serie A,2425,Lazio,Christos Mandas,GRE,GK,22,2001,9,9,810,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lazio,Elseid Hysaj,ALB,DF,30,1994,11,4,424,4.7,0,3,3,0,0,0,2,1,0.0,0.64,0.64,0.0,0.64
ITA-Serie A,2425,Lazio,Fisayo Dele-Bashiru,NGA,MF,23,2001,20,12,947,10.5,3,1,4,3,0,0,0,0,0.29,0.1,0.38,0.29,0.38
ITA-Serie A,2425,Lazio,Gaetano Castrovilli,ITA,MF,27,1997,9,1,148,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lazio,Gustav Isaksen,DEN,MF,23,2001,37,29,2210,24.6,4,2,6,4,0,0,5,0,0.16,0.08,0.24,0.16,0.24
ITA-Serie A,2425,Lazio,Ivan Provedel,ITA,GK,30,1994,29,29,2610,29.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lazio,Loum Tchaouna,FRA,"MF,FW",20,2003,24,6,660,7.3,1,0,1,1,0,0,4,1,0.14,0.0,0.14,0.14,0.14
ITA-Serie A,2425,Lazio,Luca Pellegrini,ITA,DF,25,1999,22,10,1067,11.9,0,4,4,0,0,0,5,0,0.0,0.34,0.34,0.0,0.34
ITA-Serie A,2425,Lazio,Manuel Lazzari,ITA,DF,30,1993,25,16,1406,15.6,0,1,1,0,0,0,3,0,0.0,0.06,0.06,0.0,0.06
ITA-Serie A,2425,Lazio,Mario Gila,ESP,DF,23,2000,32,31,2741,30.5,1,0,1,1,0,0,8,0,0.03,0.0,0.03,0.03,0.03
ITA-Serie A,2425,Lazio,Mattia Zaccagni,ITA,"MF,FW",29,1995,34,33,2686,29.8,8,6,14,6,2,2,10,0,0.27,0.2,0.47,0.2,0.4
ITA-Serie A,2425,Lazio,Mattéo Guendouzi,FRA,MF,25,1999,37,37,3270,36.3,1,3,4,1,0,0,7,0,0.03,0.08,0.11,0.03,0.11
ITA-Serie A,2425,Lazio,Matías Vecino,URU,MF,32,1991,20,7,877,9.7,2,3,5,2,0,0,7,0,0.21,0.31,0.51,0.21,0.51
ITA-Serie A,2425,Lazio,Nicolò Casale,ITA,DF,26,1998,2,2,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lazio,Nicolò Rovella,ITA,MF,22,2001,33,31,2718,30.2,0,3,3,0,0,0,13,0,0.0,0.1,0.1,0.0,0.1
ITA-Serie A,2425,Lazio,Nuno Tavares,POR,DF,24,2000,23,22,1686,18.7,0,8,8,0,0,0,4,1,0.0,0.43,0.43,0.0,0.43
ITA-Serie A,2425,Lazio,Oliver Nielsen,DEN,DF,21,2003,2,0,35,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lazio,Patric,ESP,DF,31,1993,10,5,607,6.7,1,0,1,1,0,0,2,0,0.15,0.0,0.15,0.15,0.15
ITA-Serie A,2425,Lazio,Pedro,ESP,"MF,FW",37,1987,30,6,1102,12.2,10,1,11,8,2,2,2,0,0.82,0.08,0.9,0.65,0.74
ITA-Serie A,2425,Lazio,Reda Belahyane,MAR,MF,20,2004,6,1,198,2.2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lazio,Samuel Gigot,FRA,DF,30,1993,15,7,683,7.6,2,0,2,2,0,0,2,0,0.26,0.0,0.26,0.26,0.26
ITA-Serie A,2425,Lazio,Tijjani Noslin,NED,"MF,FW",25,1999,30,8,861,9.6,2,2,4,2,0,0,2,0,0.21,0.21,0.42,0.21,0.42
ITA-Serie A,2425,Lazio,Valentín Castellanos,ARG,FW,25,1998,29,28,2384,26.5,10,3,13,8,2,3,9,1,0.38,0.11,0.49,0.3,0.42
ITA-Serie A,2425,Lecce,Andy Pelmard,MAD,DF,24,2000,3,1,129,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lecce,Ante Rebić,CRO,"FW,MF",30,1993,27,7,788,8.8,1,0,1,1,0,0,3,2,0.11,0.0,0.11,0.11,0.11
ITA-Serie A,2425,Lecce,Antonino Gallo,ITA,DF,24,2000,31,31,2609,29.0,0,2,2,0,0,0,3,1,0.0,0.07,0.07,0.0,0.07
ITA-Serie A,2425,Lecce,Balthazar Pierret,FRA,MF,24,2000,30,21,1723,19.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lecce,Danilo Veiga,POR,"MF,DF",21,2002,13,2,374,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lecce,Federico Baschirotto,ITA,DF,27,1996,38,38,3420,38.0,2,0,2,2,0,0,3,0,0.05,0.0,0.05,0.05,0.05
ITA-Serie A,2425,Lecce,Filip Marchwiński,POL,MF,22,2002,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lecce,Frederic Guilbert,FRA,DF,29,1994,31,31,2435,27.1,0,1,1,0,0,0,3,2,0.0,0.04,0.04,0.0,0.04
ITA-Serie A,2425,Lecce,Gaby Jean,FRA,DF,24,2000,19,16,1388,15.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lecce,Hamza Rafia,TUN,MF,25,1999,18,14,1058,11.8,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lecce,Jesper Karlsson,SWE,"MF,FW",26,1998,13,6,495,5.5,1,0,1,0,1,1,2,0,0.18,0.0,0.18,0.0,0.0
ITA-Serie A,2425,Lecce,Kevin Bonifazi,ITA,DF,28,1996,3,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lecce,Kialonda,ANG,DF,26,1997,24,24,2144,23.8,0,1,1,0,0,0,3,0,0.0,0.04,0.04,0.0,0.04
ITA-Serie A,2425,Lecce,Konan N'dri,CIV,MF,23,2000,11,2,306,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lecce,Lameck Banda,ZAM,"MF,FW",23,2001,15,6,610,6.8,0,1,1,0,0,0,1,0,0.0,0.15,0.15,0.0,0.15
ITA-Serie A,2425,Lecce,Lassana Coulibaly,MLI,MF,28,1996,38,30,2667,29.6,1,0,1,1,0,0,3,0,0.03,0.0,0.03,0.03,0.03
ITA-Serie A,2425,Lecce,Marco Sala,ITA,"DF,MF",25,1999,2,0,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lecce,Medon Berisha,ALB,MF,20,2003,17,7,716,8.0,0,1,1,0,0,0,5,0,0.0,0.13,0.13,0.0,0.13
ITA-Serie A,2425,Lecce,Mohamed Kaba,GUI,MF,22,2001,15,2,452,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lecce,Nicola Sansone,ITA,"FW,MF",32,1991,5,0,65,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lecce,Nikola Krstović,MNE,FW,24,2000,37,37,3057,34.0,11,5,16,9,2,3,6,0,0.32,0.15,0.47,0.26,0.41
ITA-Serie A,2425,Lecce,Patrick Dorgu,DEN,"MF,DF",19,2004,21,21,1840,20.4,3,1,4,3,0,0,2,1,0.15,0.05,0.2,0.15,0.2
ITA-Serie A,2425,Lecce,Rareș-Cătălin Burnete,ROU,FW,20,2004,4,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lecce,Remi Oudin,FRA,MF,27,1996,11,3,299,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lecce,Santiago Pierotti,ARG,"MF,FW",23,2001,36,22,1937,21.5,4,2,6,4,0,0,6,1,0.19,0.09,0.28,0.19,0.28
ITA-Serie A,2425,Lecce,Tete Morente,ESP,"MF,FW",27,1996,31,23,2021,22.5,3,2,5,3,0,0,5,0,0.13,0.09,0.22,0.13,0.22
ITA-Serie A,2425,Lecce,Tiago Gabriel,POR,DF,19,2004,2,0,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lecce,Valentin Gendrey,FRA,DF,24,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lecce,Wladimiro Falcone,ITA,GK,29,1995,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Lecce,Ylber Ramadani,ALB,MF,28,1996,29,21,1807,20.1,1,1,2,1,0,0,4,0,0.05,0.05,0.1,0.05,0.1
ITA-Serie A,2425,Lecce,Þórir Jóhann Helgason,ISL,MF,23,2000,21,13,1156,12.8,0,4,4,0,0,0,0,0,0.0,0.31,0.31,0.0,0.31
ITA-Serie A,2425,Milan,Alessandro Florenzi,ITA,"DF,FW",33,1991,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Milan,Alexis Saelemaekers,BEL,DF,25,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Milan,Bob Murphy Omoregbe,ITA,FW,20,2003,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Milan,Christian Pulisic,USA,"MF,FW",25,1998,34,29,2478,27.5,11,9,20,8,3,4,1,0,0.4,0.33,0.73,0.29,0.62
ITA-Serie A,2425,Milan,Davide Bartesaghi,ITA,DF,18,2005,4,1,118,1.3,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Milan,Davide Calabria,ITA,DF,27,1996,7,4,316,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Milan,Emerson,BRA,DF,25,1999,17,16,1377,15.3,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Milan,Fikayo Tomori,ENG,DF,26,1997,22,19,1593,17.7,0,1,1,0,0,0,4,1,0.0,0.06,0.06,0.0,0.06
ITA-Serie A,2425,Milan,Filippo Terracciano,ITA,"DF,MF",21,2003,13,6,539,6.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Milan,Francesco Camarda,ITA,FW,16,2008,10,1,206,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Milan,Ismaël Bennacer,ALG,MF,26,1997,6,4,300,3.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Milan,João Félix,POR,MF,24,1999,15,8,760,8.4,2,0,2,2,0,0,3,0,0.24,0.0,0.24,0.24,0.24
ITA-Serie A,2425,Milan,Kevin Zeroli,ITA,MF,19,2005,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Milan,Kyle Walker,ENG,DF,34,1990,11,7,659,7.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Milan,Luka Jović,SRB,FW,26,1997,15,6,557,6.2,2,0,2,2,0,0,1,0,0.32,0.0,0.32,0.32,0.32
ITA-Serie A,2425,Milan,Malick Thiaw,GER,DF,22,2001,22,19,1806,20.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Milan,Marco Sportiello,ITA,GK,32,1992,2,1,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Milan,Matteo Gabbia,ITA,DF,24,1999,26,24,2152,23.9,2,0,2,2,0,0,4,0,0.08,0.0,0.08,0.08,0.08
ITA-Serie A,2425,Milan,Mattia Liberali,ITA,MF,17,2007,1,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Milan,Mike Maignan,FRA,GK,29,1995,37,37,3294,36.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Milan,Noah Okafor,SUI,"FW,MF",24,2000,11,5,414,4.6,1,0,1,1,0,0,0,0,0.22,0.0,0.22,0.22,0.22
ITA-Serie A,2425,Milan,Rafael Leão,POR,"MF,FW",25,1999,34,25,2323,25.8,8,8,16,8,0,0,5,0,0.31,0.31,0.62,0.31,0.62
ITA-Serie A,2425,Milan,Riccardo Sottil,ITA,MF,25,1999,6,1,123,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Milan,Ruben Loftus-Cheek,ENG,MF,28,1996,19,10,1037,11.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Milan,Samuel Chukwueze,NGA,"MF,FW",25,1999,26,9,925,10.3,3,2,5,3,0,0,0,0,0.29,0.19,0.49,0.29,0.49
ITA-Serie A,2425,Milan,Santiago Giménez,MEX,FW,23,2001,14,7,669,7.4,5,2,7,5,0,1,3,1,0.67,0.27,0.94,0.67,0.94
ITA-Serie A,2425,Milan,Strahinja Pavlović,SRB,DF,23,2001,24,21,1864,20.7,2,1,3,2,0,0,3,1,0.1,0.05,0.14,0.1,0.14
ITA-Serie A,2425,Milan,Tammy Abraham,ENG,FW,26,1997,28,12,1183,13.1,3,4,7,2,1,2,1,0,0.23,0.3,0.53,0.15,0.46
ITA-Serie A,2425,Milan,Theo Hernández,FRA,"DF,MF",26,1997,33,30,2696,30.0,4,3,7,4,0,1,4,1,0.13,0.1,0.23,0.13,0.23
ITA-Serie A,2425,Milan,Tijjani Reijnders,NED,MF,26,1998,37,36,3128,34.8,10,4,14,10,0,0,2,1,0.29,0.12,0.4,0.29,0.4
ITA-Serie A,2425,Milan,Warren Bondo,FRA,MF,20,2003,4,3,162,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Milan,Youssouf Fofana,FRA,MF,25,1999,35,29,2504,27.8,1,6,7,1,0,0,5,0,0.04,0.22,0.25,0.04,0.25
ITA-Serie A,2425,Milan,Yunus Musah,USA,"MF,FW",21,2002,29,19,1571,17.5,0,2,2,0,0,0,5,0,0.0,0.11,0.11,0.0,0.11
ITA-Serie A,2425,Milan,Álex Jiménez,ESP,"MF,DF",19,2005,22,14,1266,14.1,0,1,1,0,0,0,6,0,0.0,0.07,0.07,0.0,0.07
ITA-Serie A,2425,Milan,Álvaro Morata,ESP,"FW,MF",31,1992,16,13,1099,12.2,5,0,5,5,0,0,5,0,0.41,0.0,0.41,0.41,0.41
ITA-Serie A,2425,Monza,Alessandro Bianco,ITA,MF,21,2002,34,29,2600,28.9,1,0,1,1,0,0,9,0,0.03,0.0,0.03,0.03,0.03
ITA-Serie A,2425,Monza,Andrea Carboni,ITA,DF,23,2001,26,25,2191,24.3,0,1,1,0,0,0,5,0,0.0,0.04,0.04,0.0,0.04
ITA-Serie A,2425,Monza,Andrea Mazza,ITA,GK,20,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Monza,Andrea Petagna,ITA,FW,29,1995,13,2,335,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Monza,Armando Izzo,ITA,DF,32,1992,30,28,2435,27.1,1,1,2,1,0,0,12,0,0.04,0.04,0.07,0.04,0.07
ITA-Serie A,2425,Monza,Arvid Brorsson,SWE,DF,25,1999,6,3,362,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Monza,Daniel Maldini,ITA,"MF,FW",22,2001,20,16,1306,14.5,3,0,3,3,0,0,5,0,0.21,0.0,0.21,0.21,0.21
ITA-Serie A,2425,Monza,Danilo D'Ambrosio,ITA,DF,35,1988,20,12,1095,12.2,0,1,1,0,0,0,2,1,0.0,0.08,0.08,0.0,0.08
ITA-Serie A,2425,Monza,Dany Mota,POR,"MF,FW",26,1998,31,24,2104,23.4,5,2,7,5,0,0,3,0,0.21,0.09,0.3,0.21,0.3
ITA-Serie A,2425,Monza,Gaetano Castrovilli,ITA,MF,27,1997,12,7,596,6.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Monza,Gianluca Caprari,ITA,"MF,FW",31,1993,34,18,1651,18.3,3,2,5,1,2,2,3,0,0.16,0.11,0.27,0.05,0.16
ITA-Serie A,2425,Monza,Giorgos Kyriakopoulos,GRE,MF,28,1996,34,33,2845,31.6,2,4,6,2,0,0,5,0,0.06,0.13,0.19,0.06,0.19
ITA-Serie A,2425,Monza,Jean-Daniel Akpa-Akpro,CIV,MF,31,1992,14,12,966,10.7,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Monza,Kacper Urbanski,POL,MF,19,2004,8,6,500,5.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Monza,Keita Baldé,SEN,FW,29,1995,11,8,638,7.1,2,0,2,2,0,0,2,0,0.28,0.0,0.28,0.28,0.28
ITA-Serie A,2425,Monza,Kevin Martins,ITA,MF,19,2005,9,1,183,2.0,0,1,1,0,0,0,1,0,0.0,0.49,0.49,0.0,0.49
ITA-Serie A,2425,Monza,Kevin Zeroli,ITA,MF,19,2005,8,4,395,4.4,0,1,1,0,0,0,0,0,0.0,0.23,0.23,0.0,0.23
ITA-Serie A,2425,Monza,Luca Caldirola,ITA,DF,33,1991,14,10,876,9.7,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Monza,Matteo Pessina,ITA,MF,27,1997,11,10,854,9.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Monza,Mattia Valoti,ITA,"FW,MF",30,1993,5,0,40,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Monza,Milan Đurić,BIH,FW,34,1990,18,13,1270,14.1,4,1,5,4,0,0,3,0,0.28,0.07,0.35,0.28,0.35
ITA-Serie A,2425,Monza,Mirko Marić,CRO,FW,29,1995,8,1,106,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Monza,Omari Forson,ENG,FW,20,2004,9,1,223,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Monza,Pablo Marí,ESP,DF,30,1993,19,19,1628,18.1,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Monza,Patrick Ciurria,ITA,MF,29,1995,21,12,1111,12.3,1,1,2,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16
ITA-Serie A,2425,Monza,Pedro Pereira,POR,"MF,DF",26,1998,35,32,2665,29.6,1,3,4,1,0,0,10,0,0.03,0.1,0.14,0.03,0.14
ITA-Serie A,2425,Monza,Roberto Gagliardini,ITA,MF,30,1994,8,0,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Monza,Samuele Birindelli,ITA,MF,25,1999,21,18,1468,16.3,3,0,3,3,0,0,2,0,0.18,0.0,0.18,0.18,0.18
ITA-Serie A,2425,Monza,Samuele Vignato,ITA,MF,20,2004,17,3,470,5.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Monza,Semuel Pizzignacco,ITA,GK,22,2001,9,8,736,8.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
